x,y,z,cond_ok
0.0,0.0,0.0,-0.4274955870702495
1.0,0.0,0.0,-0.45567690905560726
2.0,0.0,0.0,-0.48703673320054985
3.0,0.0,0.0,-0.5218250074483805
4.0,0.0,0.0,-0.6051121131148276
5.0,0.0,0.0,-0.6454614386976394
6.0,0.0,0.0,-0.6897565288659626
7.0,0.0,0.0,-0.673959179900841
8.0,0.0,0.0,-0.7307675068665821
9.0,0.0,0.0,-0.79094838043407
10.0,0.0,0.0,-0.8541103759806051
11.0,0.0,0.0,-0.9197198082332062
12.0,0.0,0.0,-0.9946162133599494
13.0,0.0,0.0,-1.0622211828052521
14.0,0.0,0.0,-1.1285072571759123
15.0,0.0,0.0,-1.189581065558373
16.0,0.0,0.0,-1.2387295389957105
17.0,0.0,0.0,-1.2713443020514088
18.0,0.0,0.0,-1.2914877379941077
19.0,0.0,0.0,-1.1587234134281303
20.0,0.0,0.0,-1.1460810969505721
21.0,0.0,0.0,-1.1307200715860788
22.0,0.0,0.0,-1.1133980443769071
23.0,0.0,0.0,-1.1087475797257733
24.0,0.0,0.0,-1.0898006419575472
25.0,0.0,0.0,-1.0693132031958539
26.0,0.0,0.0,-1.047271942921767
27.0,0.0,0.0,-1.023648559201022
28.0,0.0,0.0,-0.9984139218733518
29.0,0.0,0.0,-0.9715465424020593
30.0,0.0,0.0,-0.9179027075080711
31.0,0.0,0.0,-0.927702572574374
32.0,0.0,0.0,-0.8764877767571913
33.0,0.0,0.0,-0.8386370897838605
34.0,0.0,0.0,-0.8002411256084843
35.0,0.0,0.0,-0.7614275336663783
36.0,0.0,0.0,-0.7223460266595042
37.0,0.0,0.0,-0.6802432180215776
38.0,0.0,0.0,-0.40476648880315236
39.0,0.0,0.0,-0.37892876250606167
40.0,0.0,0.0,-0.3782868762899415
41.0,0.0,0.0,-0.3512184434307592
42.0,0.0,0.0,-0.3246801955985287
43.0,0.0,0.0,-0.2989021462961047
44.0,0.0,0.0,-0.2758472144590837
45.0,0.0,0.0,-0.2521367853400763
46.0,0.0,0.0,-0.22995480724218625
47.0,0.0,0.0,-0.16356452416339926
48.0,0.0,0.0,-0.15010008056934074
49.0,0.0,0.0,-0.13730484694720327
50.0,0.0,0.0,-0.12510186471433685
51.0,0.0,0.0,-0.11346622366568353
52.0,0.0,0.0,-0.1024211478943855
53.0,0.0,0.0,-0.09201186099661193
54.0,0.0,0.0,-0.0822865229474276
55.0,0.0,0.0,-0.06810024193089373
56.0,0.0,0.0,-0.05927820844725343
57.0,0.0,0.0,-0.042453778207862836
58.0,0.0,0.0,-0.03189780550495794
59.0,0.0,0.0,-0.02601407100160352
60.0,0.0,0.0,-0.025980840298615963
61.0,0.0,0.0,-0.028531735432171166
62.0,0.0,0.0,-0.031852654155612094
63.0,0.0,0.0,-0.035581133222338385
64.0,0.0,0.0,-0.03781390564346221
65.0,0.0,0.0,-0.039846399078733996
66.0,0.0,0.0,-0.04161544382558742
67.0,0.0,0.0,-0.04309221356392856
68.0,0.0,0.0,-0.04426748168174249
69.0,0.0,0.0,-0.03273978658739828
70.0,0.0,0.0,-0.03217331220564761
71.0,0.0,0.0,-0.031204765504334583
72.0,0.0,0.0,-0.1008809623011439
73.0,0.0,0.0,-0.1182636009214248
74.0,0.0,0.0,-0.12486527412860403
75.0,0.0,0.0,-0.1028656312387875
76.0,0.0,0.0,-0.10715325978865087
77.0,0.0,0.0,-0.11169006258161572
78.0,0.0,0.0,-0.11651676162304733
79.0,0.0,0.0,-0.10735748111091331
80.0,0.0,0.0,-0.11937834232433392
81.0,0.0,0.0,-0.20063591441018458
82.0,0.0,0.0,-0.2122636382010284
83.0,0.0,0.0,-0.22445623356908254
84.0,0.0,0.0,-0.23722029616184317
85.0,0.0,0.0,-0.2505555739024389
86.0,0.0,0.0,-0.2644548638516876
87.0,0.0,0.0,-0.27890436871720586
88.0,0.0,0.0,-0.5475642227818367
89.0,0.0,0.0,-0.5571950955654531
90.0,0.0,0.0,-0.5666649979483684
91.0,0.0,0.0,-0.5758744785008055
92.0,0.0,0.0,-0.5847269053939088
93.0,0.0,0.0,-0.5972451283561534
94.0,0.0,0.0,-0.6057025963850654
95.0,0.0,0.0,-0.6196258880036485
96.0,0.0,0.0,-0.627584816959986
97.0,0.0,0.0,-0.6347595022645944
98.0,0.0,0.0,-0.6411214893392158
99.0,0.0,0.0,-0.6605235178369511
100.0,0.0,0.0,-0.6649446470593275
101.0,0.0,0.0,-0.668621619313817
102.0,0.0,0.0,-0.6283512620646963
103.0,0.0,0.0,-0.6263273965659295
104.0,0.0,0.0,-0.6220330696567883
105.0,0.0,0.0,-0.6635987525255304
106.0,0.0,0.0,-0.6761518464163216
107.0,0.0,0.0,-0.6601131037024072
108.0,0.0,0.0,-0.6674002140306847
109.0,0.0,0.0,-0.6261571680741833
110.0,0.0,0.0,-0.5941060699431945
111.0,0.0,0.0,-0.5562310480118958
112.0,0.0,0.0,-0.5129688082495377
113.0,0.0,0.0,-0.46519945037275523
114.0,0.0,0.0,-0.41402511810052045
115.0,0.0,0.0,-0.36055716933969784
116.0,0.0,0.0,-0.30578695110479603
117.0,0.0,0.0,-0.27488932808393374
118.0,0.0,0.0,-0.22479753866081337
119.0,0.0,0.0,-0.1754294151426703
120.0,0.0,0.0,-0.12724660112493896
121.0,0.0,0.0,-0.08060595299413065
122.0,0.0,0.0,-0.03577123415713217
123.0,0.0,0.0,0.07282667543873707
124.0,0.0,0.0,0.11622465634596557
125.0,0.0,0.0,0.1585993506109903
126.0,0.0,0.0,0.2001313147370759
127.0,0.0,0.0,0.2411038184756346
128.0,0.0,0.0,0.28186562143447713
129.0,0.0,0.0,0.3227673993073111
130.0,0.0,0.0,0.3640953653322968
131.0,0.0,0.0,0.40604361186977556
132.0,0.0,0.0,0.6925719936730578
133.0,0.0,0.0,0.6996949546742902
134.0,0.0,0.0,0.7253326037373675
135.0,0.0,0.0,0.6968777443500513
136.0,0.0,0.0,0.718683122785565
137.0,0.0,0.0,0.784522564183489
138.0,0.0,0.0,0.8031553249021129
139.0,0.0,0.0,0.8225992008764739
140.0,0.0,0.0,0.8420312013343845
141.0,0.0,0.0,0.8603416468853021
142.0,0.0,0.0,0.8748417307423314
143.0,0.0,0.0,0.8858045504591194
144.0,0.0,0.0,0.8889755981768587
145.0,0.0,0.0,0.8809329216912858
146.0,0.0,0.0,0.8585391399710577
147.0,0.0,0.0,0.8205952150384491
148.0,0.0,0.0,0.7691304955417997
149.0,0.0,0.0,0.7071134272018522
150.0,0.0,0.0,0.638764054429882
151.0,0.0,0.0,0.6274261046817833
152.0,0.0,0.0,0.5572126730164392
153.0,0.0,0.0,0.48871712169284354
154.0,0.0,0.0,0.42349525666235993
155.0,0.0,0.0,0.41627619826957785
156.0,0.0,0.0,0.3637596321837476
157.0,0.0,0.0,0.31748148843940976
158.0,0.0,0.0,0.27750417355733015
159.0,0.0,0.0,0.25639213684809875
160.0,0.0,0.0,0.22769065877892597
161.0,0.0,0.0,0.20455157219938622
162.0,0.0,0.0,0.19326310679122516
163.0,0.0,0.0,0.1767881011810285
164.0,0.0,0.0,0.163469345064367
165.0,0.0,0.0,0.15460837668238148
166.0,0.0,0.0,0.15549605396680255
167.0,0.0,0.0,0.14922080381040542
168.0,0.0,0.0,0.1386838372721489
169.0,0.0,0.0,0.13575628980072119
170.0,0.0,0.0,0.16547144145273815
171.0,0.0,0.0,0.010048407052573427
172.0,0.0,0.0,0.029951984470201157
173.0,0.0,0.0,0.050281810094214646
174.0,0.0,0.0,0.071040864976074
175.0,0.0,0.0,0.0922370758138653
176.0,0.0,0.0,0.10559219661202511
177.0,0.0,0.0,0.12786726923481725
178.0,0.0,0.0,0.15068806309014257
179.0,0.0,0.0,0.17404673049355224
180.0,0.0,0.0,0.23270473848033482
181.0,0.0,0.0,0.25218293909354694
182.0,0.0,0.0,0.2737771451596705
183.0,0.0,0.0,0.2968993162113486
184.0,0.0,0.0,0.32120930578665685
185.0,0.0,0.0,0.3465247194013062
186.0,0.0,0.0,0.37270729791388296
187.0,0.0,0.0,0.39439089360442325
188.0,0.0,0.0,0.4214323642397231
189.0,0.0,0.0,0.44857168299301536
190.0,0.0,0.0,0.4752326305068599
191.0,0.0,0.0,0.500514723677536
192.0,0.0,0.0,0.5230941065274883
193.0,0.0,0.0,0.5412746503115757
194.0,0.0,0.0,0.5740528220231309
195.0,0.0,0.0,0.5815147839925816
196.0,0.0,0.0,0.5831068527968617
197.0,0.0,0.0,0.5803925691294645
198.0,0.0,0.0,0.5750060766457062
199.0,0.0,0.0,0.5682098570833056
0.0,1.0,0.0,-0.3499368256737102
1.0,1.0,0.0,-0.3760268002907432
2.0,1.0,0.0,-0.40556792160126465
3.0,1.0,0.0,-0.43898270417747626
4.0,1.0,0.0,-0.4766855057540816
5.0,1.0,0.0,-0.5514829213782725
6.0,1.0,0.0,-0.5967433206610525
7.0,1.0,0.0,-0.6016068264070876
8.0,1.0,0.0,-0.6614363690851269
9.0,1.0,0.0,-0.7256893237898027
10.0,1.0,0.0,-0.7939339086613485
11.0,1.0,0.0,-0.8656729084720433
12.0,1.0,0.0,-0.9447242505323591
13.0,1.0,0.0,-1.021517238802974
14.0,1.0,0.0,-1.1003783536413048
15.0,1.0,0.0,-1.1808984335848534
16.0,1.0,0.0,-1.456068280358673
17.0,1.0,0.0,-1.2709079973644926
18.0,1.0,0.0,-1.2797987559635498
19.0,1.0,0.0,-1.2891399375938197
20.0,1.0,0.0,-1.1562732207138957
21.0,1.0,0.0,-1.140441231001327
22.0,1.0,0.0,-1.1236502498989827
23.0,1.0,0.0,-1.1057206612690635
24.0,1.0,0.0,-1.1012130707877592
25.0,1.0,0.0,-1.082085559038541
26.0,1.0,0.0,-1.0613467195605577
