x,y,z,sim1,sim2,sim3,sim4,sim5,sim6,sim7,sim8,sim9,sim10,sim11,sim12,sim13,sim14,sim15,sim16,sim17,sim18,sim19,sim20,sim21,sim22,sim23,sim24,sim25,sim26,sim27,sim28,sim29,sim30,sim31,sim32,sim33,sim34,sim35,sim36,sim37,sim38,sim39,sim40,sim41,sim42,sim43,sim44,sim45,sim46,sim47,sim48,sim49,sim50,sim51,sim52,sim53,sim54,sim55,sim56,sim57,sim58,sim59,sim60,sim61,sim62,sim63,sim64,sim65,sim66,sim67,sim68,sim69,sim70,sim71,sim72,sim73,sim74,sim75,sim76,sim77,sim78,sim79,sim80,sim81,sim82,sim83,sim84,sim85,sim86,sim87,sim88,sim89,sim90,sim91,sim92,sim93,sim94,sim95,sim96,sim97,sim98,sim99,sim100
17.0,143.0,0.0,0.3157720257954198,0.6447609493521154,-0.3241577544940754,-0.578834208875886,-0.9049113793885768,1.2295240714315578,-0.4261240986339099,-1.608940740563791,0.5106128016889493,0.4554285247321546,0.516231502817384,0.6341932809002223,-0.0538587692300314,0.2279522604032303,-0.6993178527170774,0.7790083977572503,0.7719707772998936,1.1042219010701164,-0.925539426223152,-1.609912149932348,-0.0278659730318835,1.0988159694176771,1.5110247551035951,0.1149495132736218,-1.4478602170699386,0.9677352240763284,2.707436323636395,-0.0675528730956872,0.3362964058979786,0.4655943178002465,-0.7126200347334473,-1.3572979450005738,0.4273166307463247,-2.1220777788302603,-0.0420603474420804,1.0935260055640836,-0.602199605143473,-0.4302773540700214,-0.5487887413703405,-1.0018605891730623,-0.2543313175630361,-1.2082737572506717,-2.5179026031678,-2.05243505973328,0.6044230894486559,0.0738208427025632,-0.5793409452181202,-0.5881540494248744,-0.959566187731967,0.7080265670046896,1.602569634707247,0.1598066259969743,-0.2190089437827095,0.9126253275938568,-0.3641084017799062,-0.553256502159779,0.9460368247661743,-0.6905103716747678,0.0550498834167557,-0.7089013308459586,0.3177447413475017,0.0838276304754553,-0.1052497411576722,-1.341740190078041,0.4104285711285096,-0.9549584575273372,-0.7392554002844743,-2.1313709497791686,-0.2903813277467351,1.525192362362413,0.4366922962401721,1.2166575098260886,-0.1981572636198819,0.2650651409143099,0.0940770166355772,0.3666845580848521,1.4565046879594008,-0.2089164879940159,-0.240803268245772,-1.1011358605178336,1.5864110325167982,-0.5680275702254207,-0.6294180841850697,2.2557780223261115,-0.2856585747190031,0.6466067718219117,0.3249437652752376,0.0743116083411672,-0.4754843238131107,1.2502130889557552,-1.019341981252163,0.6918451471209113,1.1139694338718358,0.0389243585360485,-1.1256093023735938,0.1131568882854694,1.950551744216369,-0.4928971646863969,0.6249718592354433,-0.3583787901425069
3.0,98.0,0.0,0.1839653370505897,0.0752129308893482,-0.4297749056270171,-0.0324510789501414,0.1354437393258153,-0.3621783335234554,0.1351153313662267,2.4992752493322925,0.6778424617131411,-1.985171791594374,-0.3621278495211675,-0.631839787831,-1.1904506237451025,-0.9026024040938628,-0.8885416574264586,0.4620888315729396,1.553244961774347,-0.3131605481578643,-1.3616205896731206,-0.0587647128833254,0.3442225322483165,-2.4961149915999608,1.263003373235288,-1.116403320898719,-0.4835222349582275,-0.7404793978948703,-0.611334421579834,-1.1549096625320598,0.1580888224767395,1.8070434750809663,-0.5522273999084727,0.961016577021066,1.0150195082965343,1.4891800982463668,0.4277454643443235,-1.0959533912315444,-0.0308368230478243,-0.1323108260646617,-0.9495776820749228,-0.7698880948647211,-0.6453184152541855,0.3429758047232029,-0.7178027837388159,0.0331463955633731,0.710663741770675,-0.7079169335145249,-1.7696352151809376,1.5782575955080789,-0.9456425174053864,1.3071441367991132,1.610957573136428,0.0350773075259714,-0.8936699418146943,-1.9346400969336428,-1.426317895507835,0.8404560268933444,-1.1745221530916323,-1.90350432731965,0.6420816011807156,1.26515010255924,2.141161040084946,0.2859623036140375,0.2932791457435371,0.7312532047163621,-0.1864666940420079,-0.2021712823920447,-0.1766055721168478,1.8801490003562984,0.5400438139316937,-0.449649857235953,-1.5876685720050066,0.4358152408070889,-0.5570532137421269,-0.0786118058762558,0.3271445014553935,0.6411425606519666,0.2145718234740315,0.4665331150013574,-0.948113875463129,-3.295834232928822,-0.3722173453759763,1.2978824586928952,0.2819711273481694,-0.143591584887704,0.4471838714078149,-0.4234914451752496,1.8068130875054629,-1.6085887624805495,0.6883150029638703,-1.2121211376400496,-0.0475940171947081,-0.4300675304016262,0.578715258973558,1.3984677905265357,-0.8459589976706999,0.6593260869813483,-0.8859577408245995,-0.7342387553479136,1.1377510493376592,-0.621718009530529
86.0,28.0,0.0,-0.9010290659516806,-1.1742494996717463,0.2856493960156052,-2.132260051164343,-0.1491277328124748,-1.9516908699237208,-1.5163571852493407,1.3834660507011398,2.038654177209041,-0.6824167275711835,1.2648122420400396,-1.085579350035507,-0.2136432171556518,0.9478302486120418,0.3621047499720466,-1.256660228530208,1.2391165593607891,0.1936428873793348,-1.783618551235992,0.5355935427643138,-1.4441449253171483,0.3731080333281362,-1.3976135076295135,-1.3117029963573494,1.0780518494829503,-0.8516417559927577,1.226093359370731,0.2398473337752958,-0.8931664814255742,0.3375564995523277,-1.6131073452415343,-0.2148644378282935,-0.993927061064864,0.0768887211965154,-1.4311584225712002,0.7179198298491878,-1.2771418770108305,-1.2828788944499618,1.0293404015495624,0.4456870539733641,-1.48363045711518,-1.211800256053732,-0.1652717634100299,-1.7657657214079523,-1.608103656044079,0.3197657640696403,-0.8559660613068273,-0.6491970055792657,0.0927986803462211,0.8232209050004853,0.9271509530085772,-0.656896136263292,2.426786548977622,0.0898883126438233,0.7930088287357482,0.3973138440335092,-0.0766651135912291,-0.0173493218682173,-0.2608305491860788,0.7452893400457268,0.3927065751239943,1.2154978189677348,-2.5596696622381447,-1.1855412265289431,1.0540624438535993,0.1894541876022857,-1.9244700778265875,-0.4026450504873385,-0.1944428427145305,0.3489425691899731,0.5169591225542873,-1.4361760827556511,0.913398576404368,1.4851151479832294,1.136113866641406,2.191322073245272,-0.6836630619766495,-0.2074331524814008,-0.8492468490290374,-0.4506210225684763,-0.7430492225391331,0.6203013636067582,-1.5053843104124471,2.605653385420313,-0.1714767075287369,0.7431905996086654,-0.8337212587293626,1.357680299125446,1.812431090067824,0.4990096724725275,0.8483146627526057,0.9157637169515876,1.9936191499705973,0.4133958677224746,0.4308696336869417,-0.6940375094207403,1.7879732923533105,1.0979417028769067,-0.4396928875495851,0.9382026583431682
184.0,103.0,0.0,1.252294561283024,1.1152150380761938,-0.6180596224955885,1.5544955886884084,-0.8478295900739354,0.2775599990712521,0.6866800869798592,-0.7247361815549902,-0.544674290831397,0.013091955228141,-1.3105222346620302,-2.557299733778748,0.0162824108835587,-0.1768828722109681,-1.6425237812096118,-1.1333002674739925,-0.3906462060153014,-0.0621266159976261,1.221831529752942,0.934572957150001,1.1495798235458017,0.507457927981293,0.1549518164424702,-0.5656767913026413,-1.0015206828805718,-1.9120025388505324,-1.9239334623963495,-1.2076598530234897,-0.7179815962426543,-0.2480693173414858,2.111835110439205,0.0472095104220564,-1.2103026653206403,0.2195790045836016,-0.7191660560649613,0.3576434632566507,0.4952091787855919,-0.6255273852192049,1.419731672957229,-1.1507247659218078,0.3053435914088592,-2.3495740494187523,-0.6834775472730736,0.7237989592112044,-0.066554560573413,2.3148283523224955,-0.8135049379166911,0.001346913199989,0.6507466958722042,-0.0611907753679041,-0.8413391488227338,1.3332486171785378,-0.7347332397978192,0.443213412235628,-1.2216307289540425,1.1904057400036794,-0.8639316553019396,-1.3726437881569116,0.1326632461039238,-0.6548133744288865,0.0851229921184944,1.89342856099699,-1.683011635197638,-0.7928069545443834,0.6468145223049855,-0.5598393351698975,0.319189352184639,-0.0240258911396131,2.052298552989665,-0.2831094333876948,1.8513824739981464,-0.8086597973763884,1.7555334186177491,1.1020117072240891,-0.7843279631748588,-1.2898845642947472,-0.4533123548178237,-0.3990557008557706,-0.643184642764732,1.3520757525086735,1.5065408638498614,-0.3734799635375805,-0.1716471336176118,-0.0002709589656971,0.1255150416966541,-0.5670155787647242,1.5748560562112757,-0.0872877335437185,1.7926474849923273,-0.5433905087098744,0.436626085320801,-0.7067247470479185,-0.4511321113754709,-0.5719189559361116,-0.2118453619932931,-0.4538187951633294,0.7102099896537711,-0.9520243811089876,0.6786542917856954,0.6226857116946697
61.0,107.0,0.0,0.1988031073120548,-0.6530641895795166,1.4876507655026838,-0.6834985732814264,-0.9802806467769312,-0.8813589558160425,0.2130626746892951,2.9438958084946827,0.6692084337093855,1.509518420274659,-0.4496985645269943,0.5276534661166312,1.2085730331315017,1.1986610810882534,1.543784819638343,1.5252035644138184,0.682200232060578,-0.272008820747291,-0.0670033564667435,-1.7561449161710032,2.2458979073116043,0.9118984211835924,-0.3195728240167146,0.0232949955699111,0.5050677451896367,0.5538118479035556,0.6875865375604886,1.380569518655569,-0.853473131840298,-0.7264091879318014,-0.8838834113674721,-0.5337606508870669,-1.6914647894271628,0.357037931002809,1.9943404453571916,-0.5014960462157937,0.5030936156255005,0.3183631276850847,-1.5597858846645989,-0.7108124749929605,-0.1426146479434658,0.7718954167906503,1.0873488850017632,0.4406061719607489,-0.195857185134254,1.217097246566321,0.6738384576201846,-0.4170760075127693,2.2542372660065424,-0.3443435485360171,0.2258311658079908,-0.5025642283037124,1.6552119701227737,-1.6182526850058447,-1.6683950149525135,0.2321621383172602,0.610533913378092,-1.366932760509323,0.5961637658318315,0.2499096041499438,0.2887124936947618,1.0191452663349676,0.4104283457270093,0.9373208820841086,1.2671181593135936,-0.2592699822334672,0.7984575780935774,-1.4817177610933046,-0.3225979305099804,0.5788016941538509,-0.3750611745819125,1.2384252370176674,0.4687313435597187,-0.4477346819347799,1.3231257062309716,-0.771965732413147,0.9446258530581492,1.025902642397542,-0.8742136542970111,-0.5075138015329108,0.4297603805238394,0.2755427286758418,-0.4696587360941563,1.0010075773170135,0.4826888531542298,-0.5996114091133535,0.5050415911834041,0.2576810903197766,-0.823075777134076,-2.1676419026643057,0.1256486216646793,0.6896656494341004,0.6566794840488671,-0.1735551211261983,1.1005718698471418,0.1920663742395528,0.0235573242421333,1.8286060402116264,-0.0845904460301628,1.53147220633169
109.0,154.0,0.0,-0.5368675829855716,1.254974111272636,0.433022335883702,-0.3708832154263032,-0.1799120331309721,-0.9250710141425544,0.3030601233302684,-0.1500269160671806,-1.172974060055,-1.390199038213568,-0.3361101357858629,-0.2295487472702151,-0.0338648531762009,1.7541951635902882,-0.3158582449214328,-0.0636989006524841,-1.4603619909482044,0.0781480498729764,0.0368525264909824,-0.927181822382942,0.4172602342921246,-0.4127616229018946,-0.3159271183988673,1.4776978266978704,1.0095766181522474,-1.0794770225635868,-0.5977389940216089,-1.7950182844899432,0.212816906411817,0.5660239992965351,0.5091488670836604,1.5218378330294755,-1.991773687019287,-1.0667826785540484,-0.5434654241729748,-0.3182117572928324,1.1027305538254866,-0.3397045530328614,0.4148588847109013,1.1790154154558667,-0.471672314899766,0.2755195224370317,0.694559490426138,-1.1270887605144024,-0.8540232134209232,-0.9938394871469264,1.2306885709007926,0.210594355966749,0.9821101235119764,-0.2976732832481034,-0.5010478551123385,0.6057562530734812,-1.0810648439499837,-0.235208162489995,0.14974549327295,-0.2870189315678682,-0.0663471544738181,1.1291021862736128,1.077866459432337,1.1844253662502278,-1.1381101702855136,0.3297395011721732,-0.6924047550096158,-0.7269623132451112,0.8280485620464886,0.0959765150426134,0.3397468141187254,-0.3842915209294889,1.1157449014156215,-1.186562550477297,0.33580954436663,-0.2556186782576991,-0.3116714228637279,0.0603756027091217,2.3370995848858187,-0.0930079120895673,-0.3100280846715467,0.6817502316592452,0.7055604146304717,-1.0356383554114972,-0.0134530756637675,-1.6229661724007003,-0.2866016665112283,-1.0370677182604198,0.3288447070917822,-0.427747439787817,0.1629148369473381,-0.1737665871270441,-0.896907593192943,-0.0688674941632974,-0.7937679884250642,-1.2920966113974663,0.6180693248562109,-0.8354024809186875,0.2016894990200889,-1.0078297870763535,0.3109600339024699,0.4518668682720194,1.659976340719732,-0.2919568383922601
73.0,148.0,0.0,-0.3194270130620363,-0.5319744528260987,0.6583889035002812,-0.1412549234303235,-0.7361909698130644,0.7517843041141974,-1.481215015641898,-1.4557081464215815,-1.027224457996471,-1.340760896795204,1.708192973078955,2.365869068972479,0.8336307738058779,-1.237039014582606,-0.8028752687656101,-0.7625409900099149,-1.1594115070515412,1.0380186832765432,-0.3017287607511992,1.15903482338607,-0.4680409572281102,0.6431977596571501,-0.9829834132266364,0.7291942926143333,1.2674699564251977,-0.8390813871532313,-1.7373662072532186,-1.1204072098965858,0.6065034967760288,0.7968551893128896,1.2523671932727565,0.3879532180425566,-1.7998491200668247,-0.2837846748969242,0.892219341996076,-1.1044394864072973,1.2040155686188867,0.532927921615179,-1.1941216363110403,-0.4751134667003862,0.3887590106444657,-2.079531454212435,-1.5337226038587506,-0.929157406548672,-0.232098216217008,0.2570429019070208,0.3035353699512838,-0.9765544298402216,0.7157350381132864,0.3144881273150079,-0.9708234938988758,0.8457281890227195,-0.5679044949703689,-1.6133357545482148,2.41949626575665,-1.9977905678249008,-0.5137049051907446,-0.0647622819211795,0.0378513787748107,0.516984081091488,-1.372623612395084,0.4306870103631485,-2.0947264969260555,-1.1888126485451844,-0.356842129098824,-1.5481291631587974,-0.0419351243747861,0.6155154988417594,0.915619241164493,-0.2877532217317472,-0.3243547441262186,-0.2278389760605599,-1.114152417702667,-1.235458004901998,0.5569507233443742,-1.8644352855648625,-0.5265867035434787,-0.6790289191402699,0.9190020187106204,1.3074075191784456,-1.55870790067682,-0.4903663438129271,-0.6150370183389974,-1.182771599643225,0.993887596335578,0.3530340871560331,0.1147441839155857,-0.7529045765930484,0.0663952642088514,-1.302281956888162,0.6030787938315259,-0.4408241771419452,1.078542750599255,1.7503225290269502,0.0752083444955897,-0.0078660889071738,0.3172693730890429,1.131595465251905,-0.5800562741427107,0.2793186754206155
70.0,27.0,0.0,-0.4555864248325347,0.7821845464811534,1.1387065020963003,-1.2951772613039827,-1.5008351005851177,-1.8339674141432345,-1.8542371722156048,2.4399923699341466,0.5718835399742448,-0.678365235753773,0.3255263213066943,0.8655236391531547,0.8157677861529455,-0.1675537909131983,0.5121056002461427,-1.204382447680694,0.5392590410656833,0.8422679530353563,-1.279816887675353,-0.0601527714830825,0.0767638306118692,0.9519273010812898,-0.2775207279209174,-0.8713066095873672,0.5046982090946184,-0.6017321949326679,1.5712581217362154,0.766754969226646,-0.6376017938055446,0.4448817522261656,-0.8400025068816438,-0.0592140452495345,0.1004430610354469,-0.3345642776442168,-1.264515429761558,2.216373364175533,-0.4885799682058004,-0.1635623984889372,1.5290737646680206,-1.1670812970108966,-0.9823314065738464,-1.3956311945356028,-0.1219480953762801,-0.6275849693754998,0.1126154197366988,-0.0014113008919651,-0.8633961413946469,-1.0885956705572208,-0.0320875451858607,0.7394596086051559,0.9038921410966224,0.0804785035482635,1.7477220393853827,-1.3924281419493536,0.4856834416062222,-0.4492113401075582,-0.7624897309412864,0.0243850159252369,-1.8134515048951716,0.6468718014634137,0.7619343948095869,0.6574668648064561,-1.1132121713525265,-0.380871904954575,1.6368425043200985,1.0771928045095422,-1.8142685038807176,1.3250759438291728,-0.0472310102185118,0.6449339256042829,1.4030578131817075,-1.389144865009159,0.6249452478503673,-1.010470042892775,0.4944064279856726,1.157863869253965,-0.1112950662034372,-0.5277167254447348,0.4925246230292208,-0.8294516034492581,0.4345280902586941,-0.1593977791911516,-1.709627533131694,2.235904204611372,0.4481042058917192,0.4892914714842973,-2.126981420154151,0.1555177937868624,3.386063179105677,-0.2073147602686553,0.5864778799781993,-1.0231978789162008,1.2500183353381409,1.0463520900595304,0.0360784345730597,0.4227988692306555,0.4446837149673316,0.4367329500417063,0.1189527257170287,-0.3825335831381608
135.0,24.0,0.0,1.5958196425624778,-0.0566865899010778,-0.8356708719328725,0.5871155803276209,0.7485835584371082,1.482656342036087,-1.064516903991127,0.5808576937578812,-1.2989064773289871,2.068016672844536,-0.8749947477520533,0.2546556516122256,0.0236063231258258,-0.2358554942936419,-1.6223245864394975,-0.2196270254877883,0.8164396683399985,-2.235659187469818,-0.7380557581836997,-0.5597198603304933,-0.3725243281956011,0.2350670272493973,-1.3396027485901536,-0.1316991812847872,-0.1707700242531216,-1.1812194036828656,1.913832689833776,-1.329198824826496,0.323843276740606,0.34419811616251,-1.3227688444487904,-0.3346320221554208,0.0591104113772275,-0.4524877762992702,-0.2558688709537212,-0.3512557854199737,0.1637798324815695,-1.5648696073583106,-0.4774083829928584,1.2571697461059297,-0.1985895459881418,-1.5227164455417406,0.197376463051133,-0.5611777808143277,0.2364639925368233,-0.7406063342669014,0.7318826449143372,1.3866642585124505,0.1283832483506961,-0.3624260259166773,1.2435015404324818,0.566367023018824,-0.2830245671508765,0.8027635712631345,0.5481760590453241,0.908068153923922,-2.149810285286793,0.0465721239653646,0.8841142325863739,0.0698226084527763,0.637134134836357,0.1558334888759699,0.2436144904364997,1.7694283307279766,0.2550344037134233,-0.5593131565491252,0.8365912077598392,0.445265288415384,-0.2246299546770306,-0.6711267109081656,1.0065564126580395,-1.8985775164858167,1.0401367232414598,1.3689173251745086,-0.3458674858208285,-1.1818319896699052,-0.8649452358893661,-1.987775375567046,1.9324048655195252,1.232421136560039,-0.3251106074385986,1.3447293932718445,1.0343122636954412,-0.6291464955006405,-1.026670157452951,1.4278243713220784,-0.1627943499878154,-0.2803973974347016,0.1782882597068034,-0.9236954617487578,1.599583008553234,-2.302232031531492,1.4328483465538775,-0.2304644674591078,-1.170201613035121,0.3184890393208885,-0.1773015740054732,0.4523058862359568,-0.349163353792958,-0.8487537113936525
84.0,54.0,0.0,-0.945475167396691,-0.3527621950586085,-0.2849955816260991,-1.8194787652842228,-0.9537059571014568,1.7397315434219176,-2.4363752078360514,0.1161196893053491,3.6677406779285513,-0.1811803371560573,1.5061138693484852,-0.5852912741952631,-1.5653498815877571,-0.5237113519415748,-0.2455472512038453,-0.4659464645766871,0.1024540575308917,0.3480684947925175,0.596276812677087,-0.0576652953179554,-0.1291646905375728,0.6505351392100285,-1.0085806171462826,0.0639082240405036,-1.0256301451764795,1.208209502210374,0.0526846511719254,0.1925139616054017,-0.4692030178672403,0.4639135757552744,-0.8543098489374168,-1.565858065689829,1.3201269073718735,1.3528960270559098,-1.430437166480207,-0.3002179605744661,-2.2267179062121905,1.0004210493874894,-0.2101048884192632,-0.3144141290006189,-1.351167315694226,-1.1578761223387264,-0.6580534955113883,0.8615536905389863,-1.2573184582735015,0.5722768507356105,-0.3281953055932888,-1.6181636807207878,0.1678401250775957,1.9889221078282413,-0.334988457576011,0.7251817557203989,0.4278511877831223,0.833076871551921,1.402329123704747,1.1815492546584023,-1.1834116239766377,0.2293454505125959,1.0391177382931849,1.8377390620402871,0.2569340798127517,-0.0992386609125287,-1.125191698330398,-0.987483415231344,-0.2502852570771409,0.2062775282862839,-0.709390979116871,0.7829200586378601,-0.4470422336408123,0.6573472721719495,-1.199929427964164,-0.3645844598051038,0.007907107680271,-0.6882552312509311,0.8365177041767207,-0.3382456643219939,-0.883223948230289,-0.044817539728139,1.3059822626437394,-1.119562073446864,-2.0203016853617592,-1.1528860479507266,-0.0987325387641391,-0.8232365661922894,0.1697251990962398,-0.6297391165096365,-1.3210152980929712,0.1755319794713723,3.265690982624315,0.925422802907286,0.2932852366266429,0.5743485047219321,-0.5915117241773056,-1.553895688148229,-2.2068089005900835,-0.2004331375560379,2.5004075108546586,-0.239128099978644,-1.4937942449825967,-0.6617116228846448
