x,y,z,cond_ok
0.0,0.0,0.0,-0.1864223704941127
1.0,0.0,0.0,-0.1962258579453962
2.0,0.0,0.0,-0.203455816980058
3.0,0.0,0.0,-0.2077258085562141
4.0,0.0,0.0,0.05458894812689969
5.0,0.0,0.0,-0.4568896042970952
6.0,0.0,0.0,-0.36614545561312034
7.0,0.0,0.0,-0.4075120337882534
8.0,0.0,0.0,-0.4452069087821303
9.0,0.0,0.0,-0.47894100789438426
10.0,0.0,0.0,-0.5114187310347186
11.0,0.0,0.0,-0.5363948756590293
12.0,0.0,0.0,-0.558822107018001
13.0,0.0,0.0,-0.5800531225319729
14.0,0.0,0.0,-0.689644283328558
15.0,0.0,0.0,-0.7110993390395293
16.0,0.0,0.0,-0.7787475694710042
17.0,0.0,0.0,-0.792681219796969
18.0,0.0,0.0,-0.8188386859773287
19.0,0.0,0.0,-0.8415678739486007
20.0,0.0,0.0,-0.8050538092907352
21.0,0.0,0.0,-0.8104817690510849
22.0,0.0,0.0,-0.8157753048255844
23.0,0.0,0.0,-0.7931080834425427
24.0,0.0,0.0,-0.7473428731839287
25.0,0.0,0.0,-0.6753172003337395
26.0,0.0,0.0,-0.6281750828362349
27.0,0.0,0.0,-0.5794407180605383
28.0,0.0,0.0,-0.5298668328598657
29.0,0.0,0.0,-0.47772562748401615
30.0,0.0,0.0,-0.4264331004092854
31.0,0.0,0.0,-0.3734289221904504
32.0,0.0,0.0,-0.32319058279652363
33.0,0.0,0.0,-0.260704964525146
34.0,0.0,0.0,-0.20018624472358296
35.0,0.0,0.0,-0.14326387236536997
36.0,0.0,0.0,-0.0712558732847223
37.0,0.0,0.0,-0.1000830998714035
38.0,0.0,0.0,-0.09879962036022824
39.0,0.0,0.0,-0.0949982815454501
40.0,0.0,0.0,-0.10687593728866082
41.0,0.0,0.0,-0.12215017788362632
42.0,0.0,0.0,-0.1394981900252255
43.0,0.0,0.0,-0.15639068626108965
44.0,0.0,0.0,-0.17580792706120735
45.0,0.0,0.0,-0.21364784606703363
46.0,0.0,0.0,-0.2353372148116487
47.0,0.0,0.0,0.03457806154948552
48.0,0.0,0.0,0.03886399354302253
49.0,0.0,0.0,0.046660733421585526
50.0,0.0,0.0,0.03938475786352176
51.0,0.0,0.0,0.031003201699493915
52.0,0.0,0.0,0.04893858909742857
53.0,0.0,0.0,0.06999729383240477
54.0,0.0,0.0,0.09364162800328397
55.0,0.0,0.0,0.14501367393126857
56.0,0.0,0.0,0.1022807587889178
57.0,0.0,0.0,0.14143393784491745
58.0,0.0,0.0,0.24940640581122897
59.0,0.0,0.0,0.2865119572239054
60.0,0.0,0.0,0.3238473198358724
61.0,0.0,0.0,0.3778380674347044
62.0,0.0,0.0,0.41449129993680167
63.0,0.0,0.0,0.6536133826446362
64.0,0.0,0.0,0.6385193136953292
65.0,0.0,0.0,0.6466316288181198
66.0,0.0,0.0,0.6535091014489979
67.0,0.0,0.0,0.6593995926214873
68.0,0.0,0.0,0.6760803355360625
69.0,0.0,0.0,0.6774380315645938
70.0,0.0,0.0,0.6874081979146106
71.0,0.0,0.0,0.6901669627059095
72.0,0.0,0.0,0.6480958589983673
73.0,0.0,0.0,0.6490622952554679
74.0,0.0,0.0,0.6635323981667802
75.0,0.0,0.0,0.6735718876095124
76.0,0.0,0.0,0.7037616703423575
77.0,0.0,0.0,0.7027992759537884
78.0,0.0,0.0,0.706980791197851
79.0,0.0,0.0,0.6876441187265914
80.0,0.0,0.0,0.678104736874551
81.0,0.0,0.0,0.6767440049202647
82.0,0.0,0.0,0.6753686272847282
83.0,0.0,0.0,0.6495823364414308
84.0,0.0,0.0,0.7716311701852788
85.0,0.0,0.0,0.5885781038811401
86.0,0.0,0.0,0.5450984895469387
87.0,0.0,0.0,0.5070243707624841
88.0,0.0,0.0,0.42398127000268515
89.0,0.0,0.0,0.37905280504347594
90.0,0.0,0.0,0.33499675878666096
91.0,0.0,0.0,0.2917502587953674
92.0,0.0,0.0,0.24526908987580695
93.0,0.0,0.0,0.21247217877708025
94.0,0.0,0.0,0.16764997206814847
95.0,0.0,0.0,0.266840974404622
96.0,0.0,0.0,-0.18995546812226455
